sales_key,customer_key,product_key,date_key,load_date,quantity,gross_revenue,returns_amount,net_revenue
cb25dcf0d40a,74e9c095761b,520c845dde88,2024-08-08,2024-08-08,3,2319.44,0.0,2319.44
0c7d0c9c9024,a6e86fecf342,1a6d32022bb8,2024-02-08,2024-04-02,10,5589.4,0.0,5589.4
6e2262142d70,aa2a3c8a7d2c,48dda018cffc,2024-02-14,2024-02-14,32,12579.88,679.31,11900.57
c63a7f9980a6,7ae1ec8148d5,c38a7bcf3a53,2024-07-05,2024-07-05,23,7607.26,0.0,7607.26
1e76bb54ac77,e7ab6b759a74,0f83205e3d33,2024-08-14,2024-08-14,42,21369.69,3034.5,18335.19
cf4c862dee11,ccc546909072,3b0e4cfdd3b3,2024-05-26,2024-05-26,26,11902.44,0.0,11902.44
41e7c51bda55,d53a1acc4d1a,3b0e4cfdd3b3,2024-11-15,2024-11-15,21,9435.49,0.0,9435.49
c461ac1697c6,3134fc219e76,1a4342d78389,2024-11-13,2024-11-13,42,6034.79,0.0,6034.79
4ff7775b15ba,5636e4cfcef6,3b0e4cfdd3b3,2024-02-23,2024-02-23,19,8546.62,769.2,7777.42
569b1ae169ca,fcac0777852a,65179f62f1ab,2024-02-17,2024-02-17,23,15395.59,1539.56,13856.03
48d5f95754d5,362b3d9d5c0c,348b9da2ae8f,2024-02-25,2024-02-25,26,10384.55,0.0,10384.55
8d95b47d4c57,13207bd9905f,c1ec1f84d61b,2024-04-18,2024-04-18,45,24633.51,0.0,24633.51
1ad99b80efa1,7777edf60436,34d8515f8fff,2024-11-23,2024-11-23,14,1903.86,0.0,1903.86
6d8824c59ea0,74e9c095761b,5ac038e72743,2024-08-08,2024-08-08,31,9983.69,0.0,9983.69
211ccd47b53c,0b178394382e,c8def53aa5e1,2024-05-09,2024-05-09,41,18966.26,0.0,18966.26
74da2fe80ece,ae0cb1cc01cb,ff1611f630b9,2024-08-02,2024-08-02,34,9604.94,0.0,9604.94
65700e48cf02,68c690f6a8f3,3a56db8703f1,2024-06-01,2024-06-01,11,5400.31,0.0,5400.31
1542151c0a58,dfb2523d9ed7,791de21059e1,2024-12-22,2025-02-07,28,994.59,0.0,994.59
636cd307a763,9f931bb14d80,1338b20b0557,2024-12-07,2024-12-07,38,5021.89,276.2,4745.69
91ccd185bb6d,63a3a6aac2fe,ecad9c574b3a,2024-06-11,2024-06-11,1,304.95,0.0,304.95
7118e33ddc9a,540f2386f45e,5ac038e72743,2024-12-11,2024-12-11,27,8946.08,993.01,7953.07
2422a904840f,942154383264,27277b752d50,2024-08-18,2024-08-18,41,1384.26,0.0,1384.26
b2ec852a5cf2,b37a59bea8e8,ea01d2f0c612,2024-10-06,2024-10-06,50,6747.71,0.0,6747.71
ac85bd8be743,4aab89cd5624,c38a7bcf3a53,2024-01-08,2024-01-08,24,11557.05,138.68,11418.37
ad88ac0bdc9c,0fa978572c1d,ea01d2f0c612,2024-09-12,2024-09-12,42,8501.76,0.0,8501.76
c1f997ae8849,68c690f6a8f3,009da4c25139,2024-06-20,2024-06-20,8,5271.04,0.0,5271.04
bf61777bb2d1,10147f67093e,d7f53e733ed8,2024-08-11,2024-08-11,25,8540.64,0.0,8540.64
653c865629fa,5fb8a00609f6,520c845dde88,2024-02-20,2024-02-20,6,4474.45,0.0,4474.45
4ec4bdc834b9,748cde6bb286,726cea0fee93,2024-09-11,2024-09-11,48,17538.83,0.0,17538.83
c6a6c5671dd6,48525ec3181c,e07b1801bfc0,2024-01-17,2024-01-17,43,7902.86,0.0,7902.86
c091e18c1cce,015d65ea2573,fe88323aa47c,2024-04-10,2024-04-10,31,10265.89,0.0,10265.89
1d4078da542e,87bda898d2da,999481f026b2,2024-07-21,2024-07-21,1,487.38,0.0,487.38
dcead5ea8541,fea9c201a72a,0f83205e3d33,2024-06-06,2024-06-06,27,12316.04,135.48,12180.56
46dc9c00b426,b72f5fbab92c,34d8515f8fff,2024-07-10,2024-07-10,34,5893.37,0.0,5893.37
246940472b28,5f53f45c1684,e8c7cab22da2,2024-10-11,2024-10-11,26,12528.53,0.0,12528.53
50af6cd498fb,2c191986838c,2229196545d7,2024-03-06,2024-03-06,41,19201.86,0.0,19201.86
3df78960a0d4,0ad8184bd347,2229196545d7,2024-04-28,2024-04-28,7,3832.64,0.0,3832.64
ec3bcf2f6885,1b7e08d102bf,a28f10595545,2024-11-17,2024-11-17,17,10663.22,0.0,10663.22
19ef5bedd091,b72f5fbab92c,2229196545d7,2024-01-06,2024-01-06,41,23057.86,0.0,23057.86
7749d3cb9e58,723a9302cf6d,c38a7bcf3a53,2024-07-14,2024-07-14,2,933.35,0.0,933.35
7fa1477b6cba,ba936db6ec09,348b9da2ae8f,2024-05-02,2024-05-02,42,17734.21,0.0,17734.21
d4b884ccae8d,8ac329aaa1cf,e07b1801bfc0,2024-07-12,2024-07-12,50,9038.3,0.0,9038.3
82d6ca919534,10860c2b4807,27277b752d50,2024-10-23,2024-10-23,7,154.17,0.0,154.17
47ccb51b4e8a,99958cf74ca8,6b95c48aaa47,2024-04-02,2024-04-02,6,1709.1,218.76,1490.34
26f513dc6d18,d947432308b5,c1ec1f84d61b,2024-01-12,2024-01-12,27,10376.92,0.0,10376.92
d8bc8aec096b,444496ef19f0,71421cc4a202,2024-06-09,2024-07-25,41,17081.3,0.0,17081.3
48c8b3b745e3,fea9c201a72a,c38a7bcf3a53,2024-11-19,2024-11-19,39,19113.23,0.0,19113.23
11fcac0934f4,df0659fb21d6,1a6d32022bb8,2024-10-06,2024-10-06,1,448.47,51.13,397.34
a1e84215b01c,97d0948b25a3,d7f53e733ed8,2024-01-12,2024-01-12,34,13090.54,405.81,12684.73
b2c8ba90ea74,2804f4e48008,0dd77115c4f3,2024-06-16,2024-06-16,9,2205.04,246.96,1958.08
cf185bfd53a5,d0c07c721fca,ace6f1af0777,2024-02-17,2024-02-17,23,8979.36,0.0,8979.36
c96d347f62c8,dd41ab8a40cd,9dfb688e46f3,2024-07-23,2024-07-23,13,4280.32,0.0,4280.32
f1b19c93041b,1b7e08d102bf,726cea0fee93,2024-10-25,2024-10-25,50,16937.78,0.0,16937.78
f21f0c362e5c,5f53f45c1684,71421cc4a202,2024-08-16,2024-08-16,28,10154.15,0.0,10154.15
f494b0a8a174,3e4bbca2deaf,2229196545d7,2024-04-12,2024-04-12,37,16984.8,0.0,16984.8
e5732c663065,e3eb1a2c43c3,9dfb688e46f3,2024-05-09,2024-05-09,38,13653.54,1297.09,12356.45
dd602c0d53ea,a76b10e0a594,b4671d06768a,2024-07-22,2024-07-22,2,661.44,0.0,661.44
9607a9f10395,ec15ce5b25ea,8a0b6d17b12e,2024-04-20,2024-05-25,43,27869.1,0.0,27869.1
94d1f81a400c,80c9ab92337c,3a56db8703f1,2024-04-19,2024-04-19,30,17926.45,0.0,17926.45
3b15efda5f2e,f0f62be4e41e,1a6d32022bb8,2024-04-18,2024-04-18,34,15791.07,0.0,15791.07
cabc07fd7430,669f7c70e59d,8a0b6d17b12e,2024-10-20,2024-10-20,42,27949.47,0.0,27949.47
98c1bdcae95d,145ddb49fa9d,459ae78ee6d3,2024-09-09,2024-09-09,32,8008.27,0.0,8008.27
8d4ea1e3ce3e,fad45530b963,0368fe938df0,2024-10-29,2024-10-29,25,10885.98,0.0,10885.98
cdcf6806aa49,2c191986838c,091b5b2306f4,2024-08-24,2024-08-24,19,10145.17,0.0,10145.17
44fbe0b9cbda,a76b10e0a594,1a4342d78389,2024-06-21,2024-06-21,42,5876.71,0.0,5876.71
4d2d5564bcb9,a2c6033263c5,c8def53aa5e1,2024-06-11,2024-06-11,49,24962.21,0.0,24962.21
3e57be5c1c05,425aca2a7b26,2dd08ca9a60e,2024-06-01,2024-06-01,45,19057.79,0.0,19057.79
a497af7842fc,f6055b44d7fe,520c845dde88,2024-02-22,2024-02-22,2,1115.09,0.0,1115.09
0caa210329ab,7e2b91a7e011,1338b20b0557,2024-08-11,2024-08-11,15,1564.3,57.88,1506.42
f408d95a6735,13336abf3f47,091b5b2306f4,2024-12-18,2024-12-18,4,2304.26,0.0,2304.26
199dc148db3e,9f931bb14d80,0f83205e3d33,2024-06-17,2024-06-17,45,19954.85,0.0,19954.85
3614b785420e,254c9ac7c99a,8d4b91272e30,2024-08-23,2024-08-23,8,1778.98,0.0,1778.98
c611c0d58ea5,748cde6bb286,27277b752d50,2024-08-16,2024-08-16,43,953.79,0.0,953.79
a7f0640f2875,7ae1ec8148d5,0368fe938df0,2024-09-04,2024-09-04,15,5987.59,0.0,5987.59
deb0de290135,ec15ce5b25ea,65179f62f1ab,2024-11-27,2024-11-27,48,38503.78,0.0,38503.78
c13bbe04f5f4,7c80be206f97,091b5b2306f4,2024-12-09,2024-12-09,14,9020.33,0.0,9020.33
32662c7163bb,d7120b1f7dd9,5da6f21ae473,2024-09-27,2024-09-27,33,24302.62,0.0,24302.62
b610adb5b783,5636e4cfcef6,3b0e4cfdd3b3,2024-09-15,2024-09-15,7,4052.35,0.0,4052.35
ae08500dcc80,4e07f5f6b211,9dfb688e46f3,2024-04-13,2024-04-13,50,17874.85,0.0,17874.85
2d0fd67f3120,2c191986838c,a5c6a1018b87,2024-02-22,2024-04-26,10,7719.1,0.0,7719.1
78bd931e9867,5b8fede42210,c8def53aa5e1,2024-01-15,2024-01-15,31,18496.56,0.0,18496.56
a8eb27e982d8,362b3d9d5c0c,b4671d06768a,2024-08-08,2024-08-08,14,4733.21,0.0,4733.21
93b6ed4f705c,c4b5766ac95e,d96541af0a6a,2024-02-20,2024-02-20,4,1144.51,0.0,1144.51
d624faaece54,ae87456d2806,348b9da2ae8f,2024-10-31,2024-10-31,18,6432.87,0.0,6432.87
e6042d1dc765,87bda898d2da,e8c7cab22da2,2024-02-26,2024-02-26,15,6897.18,0.0,6897.18
34ddb76a1c6f,96c7d03cc7cd,726cea0fee93,2024-05-21,2024-05-21,15,5799.44,0.0,5799.44
358db5dac406,ef6abefb827e,1338b20b0557,2024-12-20,2024-12-20,18,2242.41,0.0,2242.41
0aacd441e614,6ad2ebd0f598,1a6d32022bb8,2024-05-27,2024-05-27,47,19104.38,687.76,18416.62
4e46cdb6d21d,1d4c27fa2cca,43732b545005,2024-12-18,2024-12-18,16,10148.39,0.0,10148.39
e496bb101adc,2793042e322d,34d8515f8fff,2024-01-07,2024-01-07,43,6343.63,0.0,6343.63
795041c0a784,9f931bb14d80,791de21059e1,2024-12-13,2024-12-13,49,2208.25,205.37,2002.88
ea4c7ce14d6a,79df87ccb0ea,48dda018cffc,2024-05-06,2024-05-06,31,12303.51,0.0,12303.51
7300b2be029e,0de81f645af8,009da4c25139,2024-09-14,2024-09-14,11,6735.82,0.0,6735.82
c969d2774ebb,b22e7b429c0a,ff1611f630b9,2024-09-08,2024-09-08,48,14641.13,0.0,14641.13
86fb79c88d5c,84c3e681e5ba,091b5b2306f4,2024-06-29,2024-06-29,20,14470.69,0.0,14470.69
4c0d6b80a016,28322c0d1d6c,e5b0897fe847,2024-02-27,2024-02-27,18,6855.0,0.0,6855.0
f765dfdddf3d,ef6abefb827e,65179f62f1ab,2024-03-13,2024-03-13,23,15645.84,0.0,15645.84
281577dab82f,74e9c095761b,c5de84a42dc7,2024-02-15,2024-02-15,13,1566.88,0.0,1566.88
18f53e08e9c1,ef4722686c72,78846e412796,2024-10-05,2024-10-05,29,13297.22,0.0,13297.22
3220aa73b3c9,af17a1838886,71421cc4a202,2024-06-18,2024-06-18,26,9396.55,0.0,9396.55
5da447fde434,48525ec3181c,009da4c25139,2024-12-25,2024-12-25,22,13944.68,0.0,13944.68
9870c9616643,1fd6a794f6c0,5ac038e72743,2024-06-26,2024-06-26,19,5750.38,63.25,5687.13
1436580bab94,3134fc219e76,34d8515f8fff,2024-09-24,2024-09-24,19,3014.79,0.0,3014.79
0bf4a3882be2,e524dd9e8dde,3da8eef4fef2,2024-01-08,2024-01-08,30,6852.56,0.0,6852.56
a3a92eb34223,7f8cccb9fcf9,091b5b2306f4,2024-08-08,2024-08-08,23,16265.55,0.0,16265.55
1650f63eb1a9,f0f62be4e41e,5ac038e72743,2024-09-14,2024-09-14,43,19870.48,1768.47,18102.01
433ee7916150,c5571432badd,1338b20b0557,2024-04-10,2024-04-10,28,3645.64,0.0,3645.64
426aecea4352,bc00939a22c6,e8c7cab22da2,2024-12-13,2024-12-13,41,22015.98,1453.05,20562.93
a835b219bfc0,a2c6033263c5,1a6d32022bb8,2024-06-08,2024-06-08,12,6697.56,0.0,6697.56
ffad0e843e77,3134fc219e76,79f6d802ad89,2024-04-12,2024-04-12,17,2047.91,0.0,2047.91
7b8aa1e79809,31ab864d6918,dbd32c932e6d,2024-11-17,2024-11-17,30,11183.98,704.59,10479.39
095ffb422c9e,254c9ac7c99a,009da4c25139,2024-08-14,2024-08-14,45,22157.75,0.0,22157.75
97aaabbc38f8,68c690f6a8f3,5c67ff91b651,2024-08-03,2024-08-03,27,6584.17,0.0,6584.17
22bbe09cba1b,7492940dae1c,5da6f21ae473,2024-03-12,2024-03-12,40,30062.12,0.0,30062.12
b32fe60f39d3,4e07f5f6b211,d7f53e733ed8,2024-10-16,2024-10-16,19,5649.12,0.0,5649.12
2e6437c59b6d,fcac0777852a,e07b1801bfc0,2024-09-22,2024-09-22,30,7205.67,0.0,7205.67
429f4d307323,58876afc4fe0,3a56db8703f1,2024-10-31,2024-10-31,7,4697.67,0.0,4697.67
c1ac2013fa10,0fa978572c1d,5dae24f1c6b7,2024-10-26,2024-10-26,44,31629.86,0.0,31629.86
c677a33f2a77,e37e57b93f67,5dae24f1c6b7,2024-09-10,2024-09-10,9,5545.44,582.27,4963.17
87467701156f,4842439dcbf0,1338b20b0557,2024-01-04,2024-01-04,32,4243.25,0.0,4243.25
d8225877280b,dd89662ae708,009da4c25139,2024-02-19,2024-02-19,16,7404.87,0.0,7404.87
539b2fa07334,2d9a97d65cf5,dbd32c932e6d,2024-03-03,2024-03-03,20,6941.12,0.0,6941.12
240530303a67,7b2dd70078e9,0f83205e3d33,2024-11-09,2024-11-09,44,17908.0,0.0,17908.0
628e09a0ed1d,10860c2b4807,348b9da2ae8f,2024-03-13,2024-03-13,48,18235.38,0.0,18235.38
bfc7c87a3708,e7ab6b759a74,e5b0897fe847,2024-05-28,2024-05-28,19,7175.43,0.0,7175.43
cd16c21a6a27,1b7e08d102bf,2565587639ac,2024-12-23,2024-12-23,7,3073.23,0.0,3073.23
8800f4a698cf,dd89662ae708,c38a7bcf3a53,2024-07-18,2024-07-18,1,433.0,0.0,433.0
bb0a15da6521,4c2776480458,1a4342d78389,2024-06-30,2024-06-30,9,1634.39,0.0,1634.39
0d42eebe0bf5,ba936db6ec09,9dfb688e46f3,2024-09-14,2024-09-14,14,4869.65,0.0,4869.65
d660e3f4647d,72ff69535329,34d8515f8fff,2024-06-29,2024-06-29,42,6963.67,0.0,6963.67
047db0b3ff12,7ae1ec8148d5,5ac038e72743,2024-12-03,2024-12-03,20,9110.33,0.0,9110.33
b8d99941207a,7777edf60436,1a6d32022bb8,2024-12-03,2024-12-03,12,6736.93,0.0,6736.93
07d2f1e69486,fc06a1ad75ec,ea01d2f0c612,2024-06-14,2024-06-14,38,7557.09,0.0,7557.09
d0ca86ce342a,a09e16b50fa5,0dd77115c4f3,2024-03-22,2024-03-22,15,3411.74,85.29,3326.45
8a9db677d029,6d33b834a072,32ca003f13d5,2024-05-01,2024-05-01,7,1331.66,45.28,1286.38
5214c90b794a,b37a59bea8e8,dbd32c932e6d,2024-02-02,2024-02-02,4,1539.36,0.0,1539.36
92bf576b5ac0,091d837da01d,d96541af0a6a,2024-11-06,2024-11-06,41,12779.85,0.0,12779.85
1e2e4896fe95,444496ef19f0,90bb7006a461,2024-11-22,2024-11-22,37,3779.51,0.0,3779.51
9b7041b9ff57,f280b3fd3f85,ace6f1af0777,2024-03-23,2024-03-23,28,11454.94,0.0,11454.94
c52ade552584,08fa48a83a30,65179f62f1ab,2024-02-19,2024-02-19,14,7308.87,0.0,7308.87
2a1dddff73f6,31ab864d6918,d7f53e733ed8,2024-02-06,2024-02-06,22,7095.89,794.74,6301.15
8ca8dc43ff6b,18c31d2615e8,ace6f1af0777,2024-04-16,2024-04-16,37,15226.76,0.0,15226.76
aff1ecf406d8,254c9ac7c99a,e07b1801bfc0,2024-02-04,2024-02-04,29,5739.59,0.0,5739.59
56c550c80f04,dfb2523d9ed7,009da4c25139,2024-06-01,2024-06-01,7,3075.46,0.0,3075.46
d61769b60b05,f280b3fd3f85,ecad9c574b3a,2024-05-28,2024-05-28,17,5937.68,356.26,5581.42
98db91908a68,9e9aee42f487,8a0b6d17b12e,2024-09-30,2024-09-30,37,22311.42,0.0,22311.42
00cb57306f5b,4e07f5f6b211,459ae78ee6d3,2024-10-06,2024-10-06,45,17413.9,1602.08,15811.82
f7225ba11c51,72ff69535329,0dd77115c4f3,2024-01-17,2024-01-17,22,6022.09,228.84,5793.25
64040e7beaaf,cb00c326cde3,49ba8e93926a,2024-06-17,2024-06-17,49,28080.74,0.0,28080.74
95d418c211b4,9e9a7b8d4456,6b95c48aaa47,2024-11-08,2024-11-08,45,18974.89,0.0,18974.89
59e11c70ee2f,9509000619b3,1a6d32022bb8,2024-11-09,2024-11-09,6,3873.85,0.0,3873.85
c55ad2dfa1f7,b9be3dacc30f,1a4342d78389,2024-09-11,2024-09-11,33,5253.79,0.0,5253.79
3b71eab2c34f,0de81f645af8,0dd77115c4f3,2024-01-29,2024-01-29,2,647.82,0.0,647.82
e48283fd6bc5,3134fc219e76,78846e412796,2024-01-10,2024-01-10,36,13154.46,0.0,13154.46
2b03228a6962,5fb8a00609f6,2229196545d7,2024-10-08,2024-10-08,9,3602.26,0.0,3602.26
e8cc93189b0d,bc00939a22c6,ace6f1af0777,2024-06-24,2024-08-24,28,11970.95,0.0,11970.95
eb3aa27d1c42,7721e9d82d2b,5da6f21ae473,2024-10-01,2024-10-01,37,17859.12,2178.81,15680.31
ccfe64247256,2d9a97d65cf5,8a0b6d17b12e,2024-01-30,2024-01-30,9,6041.55,0.0,6041.55
79ff17d1deac,ec15ce5b25ea,3da8eef4fef2,2024-03-07,2024-03-07,39,10971.38,0.0,10971.38
5a6916606c06,7b2dd70078e9,c5de84a42dc7,2024-09-10,2024-09-10,46,5119.62,307.18,4812.44
7c0dd047c633,ae0cb1cc01cb,43732b545005,2024-07-06,2024-07-06,50,38951.27,0.0,38951.27
30dc53333f0d,867d565a14b4,ea01d2f0c612,2024-10-04,2024-10-04,33,4288.5,0.0,4288.5
6fa53d5b29d9,37c1720bdccb,c8def53aa5e1,2024-02-10,2024-02-10,14,9319.89,0.0,9319.89
caeb5183be07,7269a70303cf,c5de84a42dc7,2024-03-03,2024-03-03,24,2658.79,0.0,2658.79
e033b1fba8be,c5040629e97d,a5c6a1018b87,2024-08-20,2024-08-20,8,4790.72,0.0,4790.72
e091671a0c27,259cfa42932f,ecad9c574b3a,2024-02-13,2024-02-13,4,1314.82,0.0,1314.82
d1ad4a8ee8be,3e4bbca2deaf,ff1611f630b9,2024-01-23,2024-01-23,15,4216.77,0.0,4216.77
0cdc8bc8b6e1,7f8cccb9fcf9,1a4342d78389,2024-10-04,2024-10-04,49,8355.25,0.0,8355.25
8c8cc8536350,99958cf74ca8,e07b1801bfc0,2024-10-29,2024-10-29,14,3244.85,0.0,3244.85
870f4a5482d2,68c690f6a8f3,5ac038e72743,2024-01-30,2024-01-30,7,2701.56,386.32,2315.24
5bc9d4d3224d,96c7d03cc7cd,5c67ff91b651,2024-08-05,2024-08-05,37,10209.37,0.0,10209.37
a94a5d7d73bc,3a132da25e89,5dae24f1c6b7,2024-05-01,2024-05-01,9,7746.73,0.0,7746.73
c70fe4386824,554ee864a7f8,79f6d802ad89,2024-10-04,2024-10-04,19,2571.28,0.0,2571.28
e7c51e83724a,fea9c201a72a,0f83205e3d33,2024-11-30,2024-11-30,50,22122.19,0.0,22122.19
78bd276fc048,99958cf74ca8,3b0e4cfdd3b3,2024-04-01,2024-04-01,29,13649.18,0.0,13649.18
0414f3980ad2,68783a793ffd,27277b752d50,2024-10-11,2024-10-11,14,365.32,0.0,365.32
a2b18f0c34b5,7269a70303cf,0368fe938df0,2024-02-02,2024-02-02,29,12215.99,0.0,12215.99
3baa76157e5d,942154383264,32ca003f13d5,2024-11-18,2024-11-18,12,1566.64,0.0,1566.64
716b7b100b75,dcd3939a4216,348b9da2ae8f,2024-12-16,2024-12-16,33,13717.05,0.0,13717.05
21db04f2fe9a,961bf5ede0b3,999481f026b2,2024-05-12,2024-05-12,17,5149.03,0.0,5149.03
10bc7c5d6d5f,a09e16b50fa5,1a6d32022bb8,2024-04-30,2024-04-30,23,10008.6,0.0,10008.6
63c490e1ce52,cb00c326cde3,0368fe938df0,2024-10-19,2024-10-19,24,14017.76,0.0,14017.76
bfa8815b6eff,f0f62be4e41e,34d8515f8fff,2024-01-13,2024-01-13,21,3305.73,198.34,3107.39
d30b3050ecbe,f6055b44d7fe,e5b0897fe847,2024-05-30,2024-05-30,40,10671.06,0.0,10671.06
d4e38a7b423a,d7120b1f7dd9,0dd77115c4f3,2024-02-24,2024-02-24,39,9509.15,0.0,9509.15
29953099caec,dfb2523d9ed7,8d4b91272e30,2024-12-30,2024-12-30,23,7673.44,0.0,7673.44
cfa9f73886ee,10666cad13a7,2565587639ac,2024-11-28,2024-11-28,6,3293.04,474.2,2818.84
b4f9a78b0c9c,2c191986838c,27277b752d50,2024-10-07,2024-10-07,47,1232.53,0.0,1232.53
19e2ad8a2e36,13440d248e91,1a6d32022bb8,2024-08-29,2024-08-29,43,23540.75,0.0,23540.75
2554a5d26ee2,fd6fe3540fdd,256894ada995,2024-05-04,2024-05-04,22,11446.3,0.0,11446.3
d849b33550b9,7721e9d82d2b,fe88323aa47c,2024-12-20,2024-12-20,16,4205.45,0.0,4205.45
f2618687a940,e37e57b93f67,9dfb688e46f3,2024-02-09,2024-02-09,24,9722.85,0.0,9722.85
5cb29aaf4964,31ab864d6918,ecad9c574b3a,2024-03-05,2024-03-05,35,11283.85,0.0,11283.85
a00088cafb72,0e80b9f7aafc,0f83205e3d33,2024-05-26,2024-05-26,22,8375.49,0.0,8375.49
27699128598e,2c191986838c,c1ec1f84d61b,2024-11-19,2024-11-19,50,20737.25,0.0,20737.25
b7ce1df211ad,b37a59bea8e8,0f83205e3d33,2024-10-10,2024-10-10,46,23462.49,0.0,23462.49
87d5873f9303,5f53f45c1684,0dd77115c4f3,2024-12-19,2024-12-19,11,3901.98,113.16,3788.82
aff4ba888fd4,0b178394382e,b4671d06768a,2024-03-06,2024-03-06,26,11699.58,0.0,11699.58
b845d3f28d2c,e3e0c39bfbd5,8d4b91272e30,2024-11-07,2024-11-07,40,8793.61,0.0,8793.61
37fc20f1d82d,e0ac748ba43b,256894ada995,2024-07-28,2024-07-28,41,23861.1,0.0,23861.1
1a321bb7b7fd,0a2e4a321d50,1338b20b0557,2024-04-03,2024-04-03,47,6649.85,917.68,5732.17
8f49bc28508b,c0fc8a590b37,8d4b91272e30,2024-10-30,2024-10-30,24,7134.03,0.0,7134.03
25416f897f99,92e3f2730357,8d4b91272e30,2024-05-23,2024-05-23,50,10917.68,0.0,10917.68
8bd79c729917,0f6ffc4abb4e,8d4b91272e30,2024-09-17,2024-09-17,28,6835.05,0.0,6835.05
1aa6910f2e6d,a64e7cec3a3d,ecad9c574b3a,2024-04-17,2024-04-17,28,10445.55,0.0,10445.55
37121e0c4fa2,f0f62be4e41e,791de21059e1,2024-03-01,2024-03-01,19,645.48,45.83,599.65
97917e838b66,a520194163eb,1a6d32022bb8,2024-02-24,2024-02-24,15,8787.83,0.0,8787.83
2f8fa6a72d60,a38c92a09b51,791de21059e1,2024-01-15,2024-01-15,39,1794.53,0.0,1794.53
7d0e64ecd330,c0fc8a590b37,c1ec1f84d61b,2024-01-14,2024-01-14,24,9983.4,0.0,9983.4
f0679e4c99b6,9066a74178c3,90bb7006a461,2024-08-20,2024-08-20,19,2282.03,251.02,2031.01
9392b879dacb,5f53f45c1684,c1ec1f84d61b,2024-05-14,2024-05-14,6,3465.04,0.0,3465.04
38b370a4aab8,bc00939a22c6,e07b1801bfc0,2024-02-10,2024-02-10,48,11302.95,0.0,11302.95
0003bac482ff,96fbf1efe3d5,5c67ff91b651,2024-11-18,2024-11-18,48,12012.91,0.0,12012.91
3b76e40e89e6,dcd3939a4216,2229196545d7,2024-02-21,2024-02-21,46,26145.19,0.0,26145.19
614dab89f1d3,ef4722686c72,1a4342d78389,2024-11-20,2024-11-20,41,5705.38,0.0,5705.38
13b9d18ad94c,314bca13b9c3,ace6f1af0777,2024-05-15,2024-05-15,31,9051.58,0.0,9051.58
bc93c32135b1,145ddb49fa9d,27277b752d50,2024-02-15,2024-02-15,34,1095.72,0.0,1095.72
dc6e1d941154,c6fd5ae29da7,520c845dde88,2024-04-16,2024-04-16,46,24964.31,0.0,24964.31
7b078ef8fb02,3150cff27a5a,e8c7cab22da2,2024-11-22,2024-11-22,23,12992.04,0.0,12992.04
b5ee6a58a042,96bbf587646d,71421cc4a202,2024-05-29,2024-05-29,43,14766.18,0.0,14766.18
63a64915177a,d0c07c721fca,3da8eef4fef2,2024-02-19,2024-02-19,15,3585.07,0.0,3585.07
cbc3711d9fbc,e0ac748ba43b,0368fe938df0,2024-05-06,2024-05-06,43,20755.87,726.46,20029.41
ee1dcca24aa8,a56feadbf2e4,ea01d2f0c612,2024-07-22,2024-07-22,46,6066.14,0.0,6066.14
d0bf4e5d0fea,fad45530b963,f12aa4e8831a,2024-12-17,2024-12-17,16,6659.33,0.0,6659.33
9953d934f93b,7cce95695253,459ae78ee6d3,2024-10-14,2024-10-14,50,14748.89,0.0,14748.89
f588b9ade216,0b178394382e,2dd08ca9a60e,2024-05-13,2024-05-13,4,1205.96,0.0,1205.96
eb5f8f729a21,7f8cccb9fcf9,ff1611f630b9,2024-07-28,2024-07-28,15,5123.48,0.0,5123.48
d8a8abf55e09,df0659fb21d6,520c845dde88,2024-06-17,2024-06-17,9,6126.7,0.0,6126.7
3b08fc7d95ef,f14462748587,79f6d802ad89,2024-12-26,2024-12-26,22,3908.43,0.0,3908.43
fc699da42d3c,24366d932c58,c5de84a42dc7,2024-07-04,2024-07-04,35,2959.91,0.0,2959.91
73af340e1e0d,0de81f645af8,3da8eef4fef2,2024-03-23,2024-03-23,24,6515.69,0.0,6515.69
7e978221fca9,dcd3939a4216,3b0e4cfdd3b3,2024-01-11,2024-01-11,49,28674.66,0.0,28674.66
8735f3cbde81,0ad8184bd347,3da8eef4fef2,2024-06-03,2024-06-03,2,512.88,0.0,512.88
4492fe6752bf,0fa978572c1d,ecad9c574b3a,2024-07-12,2024-07-12,42,14749.68,1843.71,12905.97
f166e715b4d0,9f931bb14d80,8a0b6d17b12e,2024-09-15,2024-09-15,47,35862.14,0.0,35862.14
a8f7f926344b,83e1b8217016,1a6d32022bb8,2024-03-18,2024-03-18,7,4232.44,0.0,4232.44
1a477b2966f3,4842439dcbf0,5ac038e72743,2024-06-14,2024-06-14,28,10590.79,0.0,10590.79
c427d1d899e1,99958cf74ca8,a5c6a1018b87,2024-10-22,2024-10-22,31,22899.61,0.0,22899.61
612b4ac7091c,7ae1ec8148d5,e5b0897fe847,2024-05-25,2024-05-25,45,15941.21,0.0,15941.21
c30d3d25c60e,1b7e08d102bf,d96541af0a6a,2024-10-06,2024-10-06,46,9852.03,403.93,9448.1
4791cfa90f3b,96bbf587646d,ff1611f630b9,2024-07-08,2024-07-08,31,10540.75,0.0,10540.75
efa8cda91fc8,362b3d9d5c0c,726cea0fee93,2024-10-14,2024-10-14,11,3048.2,0.0,3048.2
b6d6602baece,ae87456d2806,520c845dde88,2024-08-30,2024-08-30,34,24443.58,0.0,24443.58
